Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_Scaled,SalePrice_Normalized,SalePrice_Log,LotArea_Scaled,LotArea_Normalized,LotArea_Log,YearBuilt_Scaled,YearBuilt_Normalized,GarageArea_Scaled,GarageArea_Normalized,GarageArea_Log,OverallState,ExterState,BsmtState,YearsSinceRenovation
1280,50,0,60.0,7500.0,1,2,3,3,0,4,0,9,2,2,0,0,4,4,1920,1950,1,1,8,8,3,0.0,5.0,7.5,1,5.0,5.0,0.0,0.0,0,0.0,0,698,698,1,5.0,1,0,698,430,0,1128,0,0,1,0,2,1,5.0,6,6,0,,5,1980.0,1,2,528,5.0,5.0,2,30,0,164,0,0,0,,4,4,0,4,2010,0,0,68400,-1.7574996605977844,0.10989010989010987,11.133128103610641,-0.569529229872268,0.3240813339605875,8.922658299524402,-1.7456435414397224,0.296875,0.28811254130429187,0.5014245014245015,6.269096283706261,4.0,6.25,2.0,74
1281,20,3,67.0,9808.0,1,2,0,3,0,4,0,5,2,2,0,2,7,5,2002,2002,1,1,12,13,1,110.0,7.5,5.0,2,7.5,5.0,0.0,10.0,788,0.0,0,785,1573,1,10.0,1,4,1573,0,0,1573,1,0,2,0,3,1,7.5,6,6,0,,1,2002.0,1,2,544,5.0,5.0,2,0,72,0,0,0,0,,4,4,0,3,2009,8,4,227000,0.9943331856570436,0.6301459734295556,12.332705296463539,0.1345600623979857,0.4447232240865611,9.190953658175992,1.0180227476526265,0.9375,0.36592857743411333,0.51661918328585,6.298949246855942,6.0,6.25,160.1,22
1282,20,3,50.0,8049.0,1,2,0,3,0,1,0,23,2,2,0,2,7,5,1990,1990,3,1,6,6,1,54.0,5.0,5.0,1,7.5,5.0,0.0,8.0,1053,0.0,0,256,1309,1,5.0,1,4,1339,0,0,1339,1,0,2,0,2,1,5.0,6,6,1,5.0,1,1990.0,0,2,484,7.5,7.5,2,0,58,0,0,90,0,,4,4,0,7,2006,8,4,180000,0.17884678102919419,0.4759717894046252,12.100712129872347,-0.40204871797609415,0.3527782133709686,8.993303139093733,0.6135837785171608,0.84375,0.07411844194728277,0.459639126305793,6.182084906716632,6.0,5.0,213.1,34
1283,20,3,61.0,8800.0,1,2,0,3,0,4,0,5,2,2,0,2,5,7,1977,2008,1,1,6,6,3,0.0,5.0,5.0,1,7.5,5.0,3.33,2.0,532,4.0,144,364,1040,1,5.0,1,4,1040,0,0,1040,0,0,2,0,3,1,7.5,5,6,0,,5,1977.0,2,2,484,5.0,5.0,2,0,0,0,0,288,0,,4,4,0,9,2009,8,4,150500,-0.33300106868403045,0.3792028866655732,11.921718363171067,-0.17294513977203846,0.3920338717265172,9.082507000466299,0.17544156195373967,0.7421875,0.07411844194728277,0.459639126305793,6.182084906716632,6.0,5.0,138.366,16
1284,90,3,94.0,9400.0,1,2,3,2,0,0,0,11,2,2,2,5,6,5,1971,1971,4,1,8,15,3,0.0,5.0,5.0,1,5.0,5.0,6.66,0.0,0,0.0,0,912,912,1,5.0,1,4,912,912,0,1824,0,0,2,2,4,2,5.0,8,6,0,,1,2005.0,2,0,0,5.0,5.0,2,128,0,0,0,0,0,,4,4,0,4,2010,8,4,139000,-0.5325349761993553,0.34147941610628174,11.842229212112828,0.010093671043452112,0.42339658146463854,9.148464968258095,-0.026777922613993175,0.6953125,-2.279816650979817,0.0,-inf,5.5,5.0,3.332,53
1285,50,3,50.0,9638.0,1,2,3,3,0,4,0,18,1,2,0,0,6,7,1919,1990,1,1,13,15,3,0.0,5.0,5.0,2,5.0,5.0,0.0,0.0,0,0.0,0,804,804,1,10.0,1,4,1699,748,0,2447,0,0,2,0,4,1,7.5,10,3,1,7.5,5,1969.0,2,1,336,5.0,5.0,2,272,0,42,0,116,0,,4,4,0,3,2010,8,4,169000,-0.012011739202855677,0.43988846973921597,12.037653993905211,0.08269906600026337,0.43583712299409333,9.173468897200278,-1.779346788867678,0.2890625,-0.6456798922535659,0.3190883190883191,5.817111159963204,6.5,5.0,2.0,34
1286,50,4,50.0,6000.0,1,2,3,3,0,4,0,3,2,2,0,0,6,6,1939,1950,1,1,8,8,3,0.0,5.0,2.5,1,5.0,5.0,0.0,0.0,0,0.0,0,780,780,1,10.0,1,1,825,587,0,1412,0,0,1,0,4,1,5.0,6,6,1,7.5,5,1939.0,2,1,280,5.0,5.0,2,45,0,0,0,0,0,,4,4,0,5,2009,8,4,132500,-0.6453150108819302,0.3201574544858127,11.794337924408413,-1.0271262569109945,0.24567455961528412,8.699514748210191,-1.1052818403085685,0.4453125,-0.9180360187079412,0.26590693257359926,5.634789603169249,6.0,3.75,2.0,74
1287,20,3,69.0,9790.0,1,2,3,3,0,4,0,14,1,2,0,2,6,5,1963,1963,3,1,6,6,1,451.0,5.0,5.0,1,5.0,5.0,0.0,8.0,569,4.0,81,678,1328,1,5.0,1,4,1328,0,0,1328,1,0,1,1,3,1,5.0,6,6,2,7.5,1,1963.0,2,2,528,5.0,5.0,2,0,26,0,0,0,0,,4,4,0,6,2010,8,4,143000,-0.46313187793315536,0.35460062325733965,11.870599909242044,0.12906889807352098,0.4437823427944175,9.189116735524555,-0.29640390203763695,0.6328125,0.28811254130429187,0.5014245014245015,6.269096283706261,5.5,5.0,132.0,61
1288,20,3,69.0,9478.5,1,2,0,2,0,4,1,4,2,2,0,2,5,5,1964,1964,1,1,13,14,0,621.0,5.0,7.5,1,5.0,5.0,6.66,4.0,812,0.0,0,812,1624,1,2.5,1,4,1582,0,0,1582,0,1,2,0,4,1,5.0,7,6,0,,1,1964.0,2,2,390,5.0,5.0,0,168,198,0,0,0,0,,4,4,0,6,2006,8,4,190000,0.3523545266946941,0.50877480728227,12.154779351142624,0.034041248791812126,0.42749986932204276,9.15678135488162,-0.2627006546096815,0.640625,-0.38305077031541845,0.3703703703703704,5.966146739123692,5.0,6.25,165.732,60
1289,120,3,40.0,5664.0,1,2,0,3,0,4,0,22,2,2,4,2,8,5,2000,2000,1,1,5,5,3,0.0,7.5,5.0,2,7.5,5.0,0.0,10.0,1158,0.0,0,343,1501,1,10.0,1,4,1659,0,0,1659,1,0,2,0,2,1,10.0,5,6,1,10.0,1,2000.0,0,2,499,5.0,5.0,2,212,59,0,0,0,0,,4,4,0,10,2009,8,4,278000,1.879222688551093,0.7974413646055437,12.535376392672774,-1.1296279909676692,0.22811144216193613,8.641885635373555,0.9506162527967156,0.921875,0.14707097581899042,0.47388414055080724,6.212606095751519,6.5,6.25,234.1,24
1290,60,3,86.0,11065.0,1,2,0,3,0,4,0,16,2,2,0,5,8,5,2006,2006,1,1,12,13,2,788.0,7.5,5.0,2,7.5,5.0,3.33,0.0,0,0.0,0,1085,1085,1,10.0,1,4,1120,850,0,1970,0,0,2,1,3,1,10.0,8,6,1,7.5,3,2006.0,0,3,753,5.0,5.0,2,177,74,0,0,0,0,,4,4,0,10,2006,6,5,281000,1.931275012250743,0.8072822699688371,12.546109948315882,0.5180263710564385,0.5104281009879253,9.31154225248515,1.1528357373644484,0.96875,1.3824005493799065,0.7150997150997151,6.6240652277998935,6.5,6.25,3.166,18
1291,80,3,69.0,14112.0,1,2,0,3,0,0,0,12,2,2,0,7,5,7,1964,1964,3,1,13,6,1,86.0,5.0,5.0,2,5.0,5.0,6.66,10.0,1014,0.0,0,138,1152,1,5.0,1,4,1152,0,0,1152,1,0,1,0,3,1,5.0,6,6,1,7.5,1,1964.0,1,2,484,5.0,5.0,2,227,0,0,0,0,0,,4,4,0,4,2010,8,4,180500,0.18752216831246918,0.47761194029850745,12.103486056755072,1.447558465314438,0.669698395274685,9.554780778246572,-0.2627006546096815,0.640625,0.07411844194728277,0.459639126305793,6.182084906716632,6.0,5.0,206.132,60
1292,160,4,21.0,1680.0,1,2,3,3,0,4,0,2,2,2,3,5,5,7,1972,1972,1,1,5,5,1,268.0,5.0,5.0,1,5.0,5.0,0.0,8.0,231,0.0,0,399,630,1,5.0,1,4,630,672,0,1302,0,0,2,1,3,1,5.0,6,6,0,,5,1972.0,2,1,264,5.0,5.0,2,185,0,0,0,0,0,,4,4,0,2,2009,8,4,119500,-0.87087508024708,0.2775135312448745,11.691071650353702,-2.3450056947825266,0.019863049500810206,7.426549072397305,0.006925324813962299,0.703125,-0.9958520548377626,0.25071225071225073,5.575949103146316,6.0,5.0,48.2,52
1293,70,4,60.0,6600.0,1,2,3,3,0,0,0,17,2,2,0,5,5,4,1892,1965,1,1,13,14,3,0.0,5.0,5.0,4,5.0,5.0,0.0,0.0,0,0.0,0,994,994,1,5.0,0,4,1378,994,0,2372,0,0,2,0,4,2,5.0,11,3,0,,1,1985.0,1,1,432,5.0,5.0,2,0,287,0,0,0,0,,4,4,0,12,2009,8,4,107500,-1.07908437504568,0.2381499097917008,11.585246126549855,-0.8440874460955039,0.2770372693534055,8.794824928014517,-2.6893344694224757,0.078125,-0.17878367547463705,0.4102564102564103,6.068425588244111,4.5,5.0,2.0,59
1294,60,3,78.0,10140.0,1,2,3,3,0,4,0,14,2,2,0,5,7,5,1976,1976,1,1,6,6,3,0.0,5.0,5.0,2,7.5,5.0,0.0,10.0,194,0.0,0,638,832,1,5.0,1,4,832,832,0,1664,0,0,2,1,4,1,5.0,8,6,1,5.0,1,1976.0,1,2,528,5.0,5.0,2,0,28,0,0,259,0,,1,4,0,3,2006,8,4,162900,-0.1178514640588106,0.4198786288338527,12.000891794590137,0.23584153771589048,0.4620772568083216,9.224243277145174,0.1417383145257842,0.734375,0.28811254130429187,0.5014245014245015,6.269096283706261,6.0,5.0,41.3,48
1295,20,3,60.0,8172.0,1,2,3,3,0,4,0,7,2,2,0,2,5,7,1955,1990,3,1,14,10,3,0.0,5.0,5.0,1,5.0,5.0,0.0,4.0,167,0.0,0,697,864,1,5.0,1,4,864,0,0,864,1,0,1,0,2,1,5.0,5,6,0,,5,1957.0,2,2,572,5.0,5.0,0,0,0,0,0,0,0,,4,4,0,4,2006,8,4,115000,-0.948953565796555,0.2627521731999344,11.652687407345388,-0.3645257617589186,0.3592075688672835,9.008468955937513,-0.5660298814612807,0.5703125,0.502106640661301,0.54320987654321,6.349138991379798,6.0,5.0,35.4,34
1296,20,3,70.0,8400.0,1,2,3,3,0,4,0,12,1,2,0,2,5,5,1968,1968,3,1,6,6,1,168.0,5.0,5.0,1,5.0,5.0,6.66,6.0,1016,0.0,0,36,1052,1,7.5,1,4,1052,0,0,1052,1,0,1,1,3,1,5.0,5,6,0,,1,1968.0,1,1,288,5.0,5.0,2,356,0,0,0,0,0,,1,4,0,11,2006,8,4,138500,-0.5412103634826303,0.33983926521239954,11.83862560460953,-0.29497101364903217,0.3711253985677696,9.035986984831405,-0.1278876648978596,0.671875,-0.8791280006430304,0.27350427350427353,5.662960480135946,5.0,5.0,206.532,56
1297,20,3,80.0,8700.0,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1963,1963,3,1,8,8,1,148.0,5.0,7.5,1,5.0,5.0,3.33,8.0,776,0.0,0,344,1120,1,7.5,1,4,1128,0,0,1128,1,0,2,0,3,1,5.0,6,6,0,,1,1963.0,1,2,525,5.0,5.0,2,192,20,123,0,0,0,,2,4,0,12,2008,8,4,155000,-0.2549225831345555,0.39396424471051333,11.951180395901384,-0.20345160824128689,0.3868067534368303,9.071078304642676,-0.29640390203763695,0.6328125,0.27352203452995033,0.4985754985754986,6.263398262591624,5.5,6.25,157.866,61
1298,180,4,35.0,3675.0,1,2,3,3,0,4,0,7,2,2,4,6,6,5,2005,2006,1,1,12,13,1,82.0,5.0,5.0,2,7.5,5.0,10.0,10.0,547,0.0,0,0,547,1,7.5,1,4,1072,0,0,1072,1,0,2,0,2,1,5.0,5,6,0,,2,2005.0,0,2,525,5.0,5.0,2,0,44,0,0,0,0,,4,4,0,6,2006,6,5,140000,-0.5151842016328053,0.34475971789404625,11.84939770159144,-1.7364016488210203,0.12414405938006377,8.209308411646937,1.119132489936493,0.9609375,0.27352203452995033,0.4985754985754986,6.263398262591624,5.5,5.0,113.9,18
1299,60,3,313.0,9478.5,1,2,2,0,0,0,0,7,1,2,0,5,10,5,2008,2008,3,0,11,12,2,796.0,10.0,5.0,2,10.0,5.0,10.0,10.0,5644,0.0,0,466,6110,1,10.0,1,4,4692,950,0,5642,2,0,2,1,3,1,10.0,12,6,3,7.5,1,2008.0,0,2,480,5.0,5.0,2,214,292,0,0,0,480,7.5,4,4,0,1,2008,6,5,160000,-0.16816871030180558,0.41036575364933575,11.982929094215963,0.034041248791812126,0.42749986932204276,9.15678135488162,1.2202422322203594,0.984375,0.05466443291482741,0.45584045584045585,6.173786103901937,7.5,7.5,1133.8,16
1300,20,3,75.0,7500.0,1,2,3,3,0,4,0,12,2,2,0,2,5,7,1959,1994,3,1,3,3,3,0.0,5.0,5.0,1,5.0,5.0,0.0,2.0,340,4.0,906,0,1246,1,10.0,1,4,1246,0,0,1246,1,0,1,1,3,1,7.5,6,6,0,,1,1959.0,1,1,305,5.0,5.0,2,218,0,0,0,0,0,,0,4,0,5,2010,8,4,154000,-0.2722733577011055,0.39068394292274883,11.944707881395766,-0.569529229872268,0.3240813339605875,8.922658299524402,-0.4312168917494589,0.6015625,-0.7964484622550951,0.2896486229819563,5.720311776607412,6.0,5.0,251.2,30
1301,60,3,69.0,10762.0,1,2,0,3,0,1,0,8,2,2,0,5,7,5,1999,1999,1,1,12,13,3,344.0,7.5,5.0,2,7.5,5.0,0.0,10.0,694,0.0,0,284,978,1,10.0,1,4,1005,978,0,1983,0,0,2,1,3,1,7.5,9,6,1,5.0,1,1999.0,0,2,490,5.0,5.0,2,0,0,0,0,0,0,,4,4,0,5,2009,8,4,225000,0.9596316365239437,0.6235853698540266,12.323855681186558,0.4255917715946157,0.4945899325701741,9.283776690049365,0.9169130053687601,0.9140625,0.10329945549596584,0.46533713200379867,6.194405391104672,6.0,6.25,141.3,25
1302,70,3,69.0,7500.0,1,2,0,0,0,4,0,6,2,2,0,5,6,7,1942,1950,1,1,13,14,3,0.0,5.0,5.0,1,5.0,5.0,0.0,6.0,547,0.0,0,224,771,1,2.5,1,4,753,741,0,1494,0,0,1,0,3,1,7.5,7,6,2,7.5,1,1942.0,2,1,213,5.0,5.0,1,0,0,0,0,224,0,,4,4,0,11,2009,8,4,177500,0.13546984461281922,0.46777103493521405,12.086725887897607,-0.569529229872268,0.3240813339605875,8.922658299524402,-1.004172098024702,0.46875,-1.2438906700015686,0.2022792022792023,5.3612921657094255,6.5,5.0,111.4,74
1303,60,3,92.0,10120.0,1,2,3,3,0,4,0,15,2,2,0,5,8,5,1994,1994,3,1,12,13,1,391.0,7.5,5.0,2,7.5,5.0,0.0,10.0,740,0.0,0,425,1165,1,10.0,1,4,1203,1323,0,2526,1,0,2,1,4,1,7.5,8,6,1,5.0,1,1994.0,1,3,844,5.0,5.0,2,309,78,0,0,0,0,,4,4,0,12,2006,8,4,290000,2.087431983349693,0.8368049860587174,12.577636201962656,0.2297402440220408,0.46103183315038426,9.222268942841456,0.7483967682289827,0.875,1.8249792548682662,0.8015194681861348,6.738152494595957,6.5,6.25,150.5,30
1304,20,3,73.0,8688.0,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2005,2005,1,1,12,13,1,228.0,7.5,5.0,2,7.5,5.0,6.66,0.0,0,0.0,0,1616,1616,1,10.0,1,4,1616,0,0,1616,0,0,2,0,3,1,7.5,7,6,0,,1,2005.0,1,3,834,5.0,5.0,2,208,59,0,0,0,0,,4,4,0,4,2006,8,4,232000,1.0810870584897936,0.6465474823683779,12.354492650648448,-0.2071123844575967,0.38617949924206785,9.069698042173716,1.119132489936493,0.9609375,1.776344232287128,0.792022792022792,6.726233402358747,6.0,6.25,3.832,19
1305,160,4,32.0,3363.0,1,2,3,3,0,4,0,7,2,2,4,5,7,5,2004,2004,1,1,12,13,2,117.0,7.5,5.0,2,7.5,5.0,0.0,0.0,0,0.0,0,976,976,1,10.0,1,4,976,732,0,1708,0,0,2,0,3,1,7.5,7,0,0,,5,2004.0,2,2,380,5.0,5.0,2,0,40,0,0,0,0,,4,4,0,4,2006,8,4,130000,-0.6886919472983052,0.31195670001640147,11.77528972943772,-1.8315818304450755,0.10783545031624066,8.12058871174027,1.0854292425085375,0.953125,-0.4316857928965569,0.3608736942070276,5.940171252720432,6.0,6.25,2.5,20
1306,20,3,108.0,13173.0,1,2,0,3,0,0,0,16,2,2,0,2,9,5,2006,2007,3,1,12,13,2,300.0,7.5,5.0,2,10.0,5.0,0.0,10.0,1572,0.0,0,80,1652,1,10.0,1,4,1652,0,0,1652,1,0,2,0,2,1,10.0,6,6,2,10.0,1,2006.0,0,2,840,5.0,5.0,2,404,102,0,0,0,0,,4,4,0,11,2009,8,4,325000,2.6947090931789424,0.951615548630474,12.691580461311874,1.1611027263881952,0.6206157545345251,9.485924559229828,1.1528357373644484,0.96875,1.8055252458358109,0.7977207977207977,6.733401891837359,7.0,6.25,317.4,17
1307,120,3,48.0,6955.0,1,2,0,3,0,4,0,16,2,2,4,2,7,5,2005,2006,1,1,12,13,2,94.0,7.5,5.0,2,7.5,5.0,0.0,0.0,0,0.0,0,1368,1368,1,10.0,1,4,1368,0,0,1368,0,0,2,0,2,1,7.5,6,6,1,7.5,1,2005.0,1,2,474,5.0,5.0,2,132,35,0,0,0,0,,4,4,0,9,2006,6,5,202500,0.569239208776569,0.549778579629326,12.218495165528731,-0.735789483029672,0.29559353928179394,8.847216104357543,1.119132489936493,0.9609375,0.025483419366144348,0.4501424501424502,6.161207321695077,6.0,6.25,2.5,18
1308,20,3,60.0,8072.0,1,2,3,3,0,4,0,5,2,2,0,2,5,5,1994,1995,1,1,12,13,3,0.0,5.0,7.5,2,7.5,7.5,0.0,8.0,746,0.0,0,244,990,1,10.0,1,4,990,0,0,990,1,0,1,0,3,1,5.0,5,6,0,,5,2000.0,2,2,480,5.0,5.0,2,0,64,0,0,0,0,,4,4,0,5,2009,8,4,138000,-0.5498857507659053,0.3381991143185173,11.835008964139341,-0.395032230228167,0.3539804505775966,8.996156562033445,0.7483967682289827,0.875,0.05466443291482741,0.45584045584045585,6.173786103901937,5.0,6.25,152.2,29
1309,20,4,100.0,12000.0,1,2,3,3,0,4,0,17,2,2,0,2,5,7,1948,2005,1,1,8,8,3,0.0,5.0,5.0,1,5.0,5.0,0.0,10.0,144,8.0,608,172,924,1,10.0,1,4,1122,0,0,1122,1,0,1,0,2,1,7.5,6,6,0,,1,1948.0,2,2,528,5.0,5.0,2,0,36,0,0,0,0,,1,4,0,5,2008,8,4,147000,-0.3937287796669554,0.36772183040839757,11.898187865760873,0.8032618512439113,0.5593016569964978,9.392661928770137,-0.8019526134569691,0.515625,0.28811254130429187,0.5014245014245015,6.269096283706261,6.0,5.0,152.4,19
1310,20,3,69.0,7153.0,1,2,3,3,0,4,0,20,2,2,0,2,6,5,1991,1991,1,1,6,6,1,88.0,5.0,5.0,1,7.5,5.0,0.0,10.0,1200,0.0,0,78,1278,1,7.5,1,4,1294,0,0,1294,1,0,2,0,3,1,7.5,6,6,0,,1,1991.0,1,2,496,5.0,5.0,2,112,51,0,0,0,0,,1,4,0,6,2008,8,4,179200,0.1649661613759542,0.47334754797441364,12.096257779522967,-0.6753866754605601,0.305943233495374,8.875287128108384,0.6472870259451163,0.8515625,0.13248046904464889,0.4710351377018044,6.206575926724928,5.5,5.0,242.5,33
1311,20,3,100.0,17500.0,1,2,3,3,0,4,0,6,3,2,0,2,7,8,1959,2002,1,1,3,6,3,0.0,7.5,7.5,2,7.5,5.0,6.66,10.0,1406,0.0,0,496,1902,1,5.0,1,4,1902,0,0,1902,1,0,2,0,3,1,10.0,7,6,2,5.0,1,1959.0,0,2,567,5.0,5.0,2,0,207,162,0,0,0,,4,4,0,5,2010,8,4,335000,2.8682168388444422,0.9844185665081189,12.721885810807203,2.4811176170525746,0.8467931629292771,9.769956159911606,-0.4312168917494589,0.6015625,0.47778912937073176,0.5384615384615384,6.340359303727752,7.5,7.5,285.03200000000004,22
1312,20,3,68.0,8814.0,1,2,3,3,0,4,0,5,2,2,0,2,7,5,2005,2007,1,1,12,13,1,80.0,7.5,5.0,2,7.5,5.0,0.0,10.0,925,0.0,0,349,1274,1,10.0,1,4,1274,0,0,1274,1,0,2,0,3,1,7.5,6,6,0,,1,2005.0,1,2,508,5.0,5.0,2,264,98,0,0,0,0,,4,4,0,1,2007,6,5,203000,0.577914596059844,0.5514187305232082,12.220961258023925,-0.16867423418634367,0.3927656682870734,9.084096645401932,1.119132489936493,0.9609375,0.190842496142015,0.4824311490978158,6.230481447578482,6.0,6.25,187.5,17
1313,60,3,69.0,9572.0,1,2,0,3,0,4,0,15,2,2,0,5,8,5,1990,1990,1,1,13,14,1,336.0,7.5,5.0,2,10.0,5.0,0.0,10.0,482,0.0,0,971,1453,1,10.0,1,4,1453,1357,0,2810,0,0,2,1,4,1,7.5,9,6,1,10.0,1,1990.0,1,2,750,7.5,7.5,2,500,0,0,0,0,0,,4,4,0,6,2007,8,4,302000,2.2956412781482927,0.8761686075118911,12.618182296357007,0.0625647968105594,0.4323872249229,9.166597449028265,0.6135837785171608,0.84375,1.367810042605565,0.7122507122507122,6.620073206530356,6.5,6.25,99.4,34
1314,60,3,108.0,14774.0,1,2,0,3,0,0,0,15,2,2,0,5,9,5,1999,1999,1,1,12,13,1,165.0,7.5,5.0,2,7.5,5.0,0.0,0.0,0,0.0,0,1393,1393,1,10.0,1,4,1422,1177,0,2599,0,0,2,1,4,1,7.5,10,6,1,5.0,3,1999.0,0,3,779,5.0,5.0,2,668,30,0,0,0,0,,4,4,0,5,2010,8,4,333168,2.836430219838523,0.9784090536329342,12.716402146247475,1.6495112865808625,0.7043019183524123,9.600624158088683,0.9169130053687601,0.9140625,1.5088516080908665,0.7397910731244065,6.658011045870748,7.0,6.25,2.5,25
1315,20,3,60.0,8190.0,1,2,3,3,0,4,0,7,2,2,0,2,4,6,1954,1954,3,1,13,14,3,0.0,5.0,5.0,1,5.0,5.0,0.0,4.0,732,0.0,0,216,948,1,10.0,1,4,948,0,0,948,1,0,1,0,3,1,5.0,5,6,1,5.0,5,1956.0,2,1,280,5.0,5.0,2,0,36,0,0,0,0,,4,4,0,10,2007,8,4,119000,-0.879550467530355,0.2758733803509923,11.686878772093667,-0.3590345974344539,0.36014845015942715,9.010669176847115,-0.5997331288892362,0.5625,-0.9180360187079412,0.26590693257359926,5.634789603169249,5.0,5.0,148.4,70
1316,60,3,85.0,11075.0,1,2,3,3,0,4,0,12,2,2,0,5,6,5,1969,1969,1,1,6,6,3,0.0,5.0,5.0,1,2.5,5.0,3.33,8.0,500,2.0,276,176,952,1,5.0,1,4,1092,1020,0,2112,0,0,2,1,4,1,5.0,9,6,2,7.5,1,1969.0,2,2,576,5.0,5.0,2,280,0,0,0,0,0,,4,4,0,6,2008,8,4,206900,0.6455826168693889,0.5642119074954897,12.239990863733635,0.5210770179033632,0.510950812816894,9.312445594913337,-0.09418441746990412,0.6796875,0.5215606496937564,0.5470085470085471,6.3561076606958915,5.5,5.0,157.36599999999999,55
1317,20,3,61.0,10226.0,1,2,0,3,0,4,0,5,2,2,0,2,8,5,2008,2008,1,1,12,13,2,270.0,7.5,5.0,2,10.0,5.0,10.0,0.0,0,0.0,0,1622,1622,1,10.0,1,4,1630,0,0,1630,1,0,2,0,3,1,10.0,8,6,1,7.5,1,2008.0,1,3,860,5.0,5.0,2,172,42,0,0,0,0,,4,4,0,1,2009,8,4,295493,2.182739788043752,0.8548236837789077,12.596400426884427,0.2620771005994441,0.4665725785374523,9.232688775639945,1.2202422322203594,0.984375,1.9027952909980876,0.8167141500474834,6.756932389247553,6.5,6.25,5.0,16
1318,120,1,47.0,4230.0,1,1,3,3,0,0,0,21,2,2,4,2,7,5,2006,2007,1,1,12,13,3,0.0,7.5,5.0,2,10.0,7.5,0.0,0.0,0,0.0,0,1352,1352,1,10.0,1,4,1352,0,0,1352,0,0,2,0,2,1,7.5,5,6,1,7.5,1,2006.0,1,2,466,5.0,5.0,2,0,241,0,0,0,0,,4,4,0,4,2007,6,5,208900,0.6802841660024889,0.5707725110710186,12.249610947544657,-1.5670907488166916,0.15315456588782606,8.349957272040324,1.1528357373644484,0.96875,-0.013424598698766395,0.4425451092117759,6.144185634125646,6.0,6.25,3.5,17
1319,20,3,69.0,14781.0,1,2,1,3,0,1,0,5,2,2,0,2,8,5,2001,2002,3,1,12,13,1,178.0,7.5,5.0,2,7.5,5.0,10.0,0.0,0,0.0,0,1753,1753,1,10.0,1,4,1787,0,0,1787,0,0,2,0,3,1,7.5,7,6,1,5.0,1,2001.0,1,3,748,5.0,5.0,2,198,150,0,0,0,0,,4,4,0,8,2006,8,4,275000,1.827170364851443,0.7876004592422503,12.524526376648708,1.65164673937371,0.7046678166326904,9.601097851212073,0.9843195002246711,0.9296875,1.3580830380893374,0.7103513770180437,6.617402977974478,6.5,6.25,4.5,22
1320,20,3,75.0,10215.0,1,2,3,0,0,4,0,7,2,2,0,2,4,5,1954,1954,3,1,13,14,1,132.0,5.0,5.0,2,5.0,5.0,0.0,8.0,492,0.0,0,372,864,1,10.0,1,4,948,0,0,948,0,0,1,0,3,1,5.0,5,6,0,,1,1954.0,2,1,248,5.0,5.0,2,0,0,0,0,0,0,,4,4,0,2,2007,8,4,111000,-1.018356664062755,0.24963096604887647,11.617285480294472,0.25872138906782677,0.4659975955255868,9.231612507251722,-0.5997331288892362,0.5625,-1.0736680909675842,0.2355175688509022,5.5134287461649825,4.5,5.0,100.4,70
1321,20,3,70.0,8400.0,1,2,3,3,0,4,0,12,2,2,0,2,6,3,1957,1957,3,1,3,3,3,0.0,5.0,5.0,1,5.0,5.0,0.0,8.0,189,4.0,661,628,1478,1,7.5,1,4,1478,0,0,1478,1,0,1,1,3,1,5.0,6,6,2,7.5,1,1957.0,1,2,442,5.0,5.0,2,114,0,0,0,216,0,,4,4,0,6,2009,8,4,156500,-0.22889642128473053,0.3988846973921601,11.960811288962345,-0.29497101364903217,0.3711253985677696,9.035986984831405,-0.4986233866053698,0.5859375,-0.1301486528934986,0.4197530864197531,6.091309882077698,4.5,5.0,172.0,67
1322,20,3,69.0,6627.0,1,2,0,3,0,0,0,3,1,2,0,2,3,6,1949,1950,3,1,12,13,3,0.0,5.0,5.0,1,5.0,5.0,0.0,0.0,0,0.0,0,0,0,0,5.0,0,4,720,0,0,720,0,0,1,0,2,1,5.0,4,6,0,,5,1955.0,2,1,287,5.0,2.5,2,0,0,0,0,0,0,,4,4,0,7,2008,8,4,72500,-1.6863614848749295,0.12333934721994423,11.191341840842766,-0.8358506996088068,0.2784485912916209,8.798907492088226,-0.7682493660290136,0.5234375,-0.8839915029011443,0.2725546058879392,5.659482215759621,4.5,5.0,2.0,74
